Review_ID,Text,Rating,Sentiment
REV2129,"kurang segar, benar-benar pengiriman lambat. Tidak akan beli lagi.",1,Negatif
REV2130,"renyah, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV2131,"buahnya besar, segar sekali. Sangat merekomendasikan.",4,Positif
REV2132,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV2133,"segar sekali, oke. Sangat merekomendasikan.",4,Positif
REV2134,"rasa hambar, benar-benar ukuran kecil. Tidak akan beli lagi.",2,Negatif
REV2135,"packing aman, packing aman. Sangat merekomendasikan.",4,Positif
REV2136,"pengiriman lambat, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV2137,"Barang lumayan, pengiriman standar.",3,Netral
REV2138,"murah dan bagus, standar. Sangat merekomendasikan.",4,Positif
REV2139,"hancur, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV2140,"segar sekali, renyah. Sangat merekomendasikan.",4,Positif
REV2141,"banyak yang bonyok, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV2142,"renyah, seller ramah. Sangat merekomendasikan.",4,Positif
REV2143,"pengiriman cepat, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV2144,"buahnya besar, oke. Sangat merekomendasikan.",4,Positif
REV2145,"packing aman, mantap. Sangat merekomendasikan.",4,Positif
REV2146,"packing aman, sangat manis. Sangat merekomendasikan.",4,Positif
REV2147,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2148,"kurang segar, benar-benar jelek. Tidak akan beli lagi.",2,Negatif
REV2149,"packing aman, packing aman. Sangat merekomendasikan.",4,Positif
REV2150,"segar sekali, not bad. Sangat merekomendasikan.",5,Positif
REV2151,"banyak yang bonyok, benar-benar apel busuk. Tidak akan beli lagi.",2,Negatif
REV2152,"sangat manis, mantap. Sangat merekomendasikan.",5,Positif
REV2153,"packing aman, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV2154,"packing aman, mantap. Sangat merekomendasikan.",5,Positif
REV2155,"jelek, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV2156,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2157,"seller ramah, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV2158,"murah dan bagus, sesuai harga. Sangat merekomendasikan.",5,Positif
REV2159,"seller ramah, sesuai harga. Sangat merekomendasikan.",4,Positif
REV2160,"sangat manis, standar. Sangat merekomendasikan.",4,Positif
REV2161,"apel busuk, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
REV2162,"buahnya besar, seller ramah. Sangat merekomendasikan.",5,Positif
REV2163,"renyah, cukup. Sangat merekomendasikan.",4,Positif
REV2164,"ukuran kecil, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV2165,"seller ramah, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV2166,"harga mahal, benar-benar jelek. Tidak akan beli lagi.",2,Negatif
REV2167,"murah dan bagus, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV2168,"mantap, segar sekali. Sangat merekomendasikan.",5,Positif
REV2169,"pengiriman cepat, segar sekali. Sangat merekomendasikan.",5,Positif
REV2170,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV2171,"renyah, lumayan. Sangat merekomendasikan.",4,Positif
REV2172,"jelek, benar-benar banyak yang bonyok. Tidak akan beli lagi.",2,Negatif
REV2173,"pengiriman lambat, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV2174,"hancur, benar-benar jelek. Tidak akan beli lagi.",2,Negatif
REV2175,"seller ramah, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV2176,"sangat manis, kualitas super. Sangat merekomendasikan.",5,Positif
REV2177,"apel busuk, benar-benar pengiriman lambat. Tidak akan beli lagi.",2,Negatif
REV2178,"renyah, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV2179,"buahnya besar, oke. Sangat merekomendasikan.",5,Positif
REV2180,"pengiriman cepat, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV2181,"Barang not bad, pengiriman standar.",3,Netral
REV2182,"pengiriman cepat, lumayan. Sangat merekomendasikan.",4,Positif
REV2183,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2184,"renyah, renyah. Sangat merekomendasikan.",5,Positif
REV2185,"kurang segar, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
REV2186,"murah dan bagus, not bad. Sangat merekomendasikan.",5,Positif
REV2187,"renyah, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV2188,"buahnya besar, cukup. Sangat merekomendasikan.",5,Positif
REV2189,"packing aman, not bad. Sangat merekomendasikan.",4,Positif
REV2190,"murah dan bagus, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2191,"Barang lumayan, pengiriman standar.",3,Netral
REV2192,"renyah, lumayan. Sangat merekomendasikan.",5,Positif
REV2193,"kualitas super, biasa saja. Sangat merekomendasikan.",5,Positif
REV2194,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2195,"ukuran kecil, benar-benar apel busuk. Tidak akan beli lagi.",2,Negatif
REV2196,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2197,"packing aman, buahnya besar. Sangat merekomendasikan.",4,Positif
REV2198,"mantap, not bad. Sangat merekomendasikan.",5,Positif
REV2199,"segar sekali, kualitas super. Sangat merekomendasikan.",5,Positif
REV2200,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2201,"harga mahal, benar-benar pengiriman lambat. Tidak akan beli lagi.",1,Negatif
REV2202,"buahnya besar, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV2203,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV2204,"Barang standar, pengiriman standar.",3,Netral
REV2205,"segar sekali, kualitas super. Sangat merekomendasikan.",5,Positif
REV2206,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2207,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2208,"segar sekali, sangat manis. Sangat merekomendasikan.",4,Positif
REV2209,"packing aman, lumayan. Sangat merekomendasikan.",4,Positif
REV2210,"kurang segar, benar-benar pengiriman lambat. Tidak akan beli lagi.",2,Negatif
REV2211,"seller ramah, seller ramah. Sangat merekomendasikan.",5,Positif
REV2212,"seller ramah, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV2213,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2214,"packing aman, kualitas super. Sangat merekomendasikan.",5,Positif
REV2215,"pengiriman cepat, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV2216,"segar sekali, cukup. Sangat merekomendasikan.",5,Positif
REV2217,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV2218,"packing aman, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV2219,"kurang segar, benar-benar banyak yang bonyok. Tidak akan beli lagi.",1,Negatif
REV2220,"pengiriman cepat, oke. Sangat merekomendasikan.",5,Positif
REV2221,"jelek, benar-benar banyak yang bonyok. Tidak akan beli lagi.",1,Negatif
REV2222,"buahnya besar, sesuai harga. Sangat merekomendasikan.",4,Positif
REV2223,"ukuran kecil, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV2224,"packing aman, seller ramah. Sangat merekomendasikan.",5,Positif
REV2225,"Barang biasa saja, pengiriman standar.",3,Netral
REV2226,"murah dan bagus, cukup. Sangat merekomendasikan.",5,Positif
REV2227,"murah dan bagus, packing aman. Sangat merekomendasikan.",4,Positif
REV2228,"murah dan bagus, mantap. Sangat merekomendasikan.",4,Positif
REV2229,"segar sekali, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2230,"renyah, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV2231,"renyah, cukup. Sangat merekomendasikan.",5,Positif
REV2232,"murah dan bagus, mantap. Sangat merekomendasikan.",5,Positif
REV2233,"rasa hambar, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV2234,"Barang not bad, pengiriman standar.",3,Netral
REV2235,"kurang segar, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV2236,"renyah, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV2237,"murah dan bagus, kualitas super. Sangat merekomendasikan.",4,Positif
REV2238,"ukuran kecil, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV2239,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV2240,"packing aman, buahnya besar. Sangat merekomendasikan.",4,Positif
REV2241,"packing aman, seller ramah. Sangat merekomendasikan.",4,Positif
REV2242,"segar sekali, cukup. Sangat merekomendasikan.",5,Positif
REV2243,"murah dan bagus, cukup. Sangat merekomendasikan.",4,Positif
REV2244,"ukuran kecil, benar-benar pengiriman lambat. Tidak akan beli lagi.",2,Negatif
REV2245,"kualitas super, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV2246,"mantap, packing aman. Sangat merekomendasikan.",5,Positif
REV2247,"kecewa, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV2248,"jelek, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV2249,"segar sekali, kualitas super. Sangat merekomendasikan.",4,Positif
REV2250,"kualitas super, biasa saja. Sangat merekomendasikan.",4,Positif
REV2251,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV2252,"harga mahal, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV2253,"Barang standar, pengiriman standar.",3,Netral
REV2254,"Barang lumayan, pengiriman standar.",3,Netral
REV2255,"buahnya besar, renyah. Sangat merekomendasikan.",4,Positif
REV2256,"seller ramah, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV2257,"packing aman, seller ramah. Sangat merekomendasikan.",5,Positif
REV2258,"murah dan bagus, lumayan. Sangat merekomendasikan.",4,Positif
REV2259,"murah dan bagus, kualitas super. Sangat merekomendasikan.",5,Positif
REV2260,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2261,"mantap, packing aman. Sangat merekomendasikan.",5,Positif
REV2262,"buahnya besar, kualitas super. Sangat merekomendasikan.",4,Positif
REV2263,"pengiriman lambat, benar-benar kurang segar. Tidak akan beli lagi.",1,Negatif
REV2264,"pengiriman cepat, kualitas super. Sangat merekomendasikan.",4,Positif
REV2265,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV2266,"packing aman, renyah. Sangat merekomendasikan.",5,Positif
REV2267,"ukuran kecil, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV2268,"Barang lumayan, pengiriman standar.",3,Netral
REV2269,"Barang oke, pengiriman standar.",3,Netral
REV2270,"mantap, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV2271,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2272,"renyah, mantap. Sangat merekomendasikan.",5,Positif
REV2273,"harga mahal, benar-benar jelek. Tidak akan beli lagi.",2,Negatif
REV2274,"jelek, benar-benar harga mahal. Tidak akan beli lagi.",2,Negatif
REV2275,"pengiriman cepat, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV2276,"harga mahal, benar-benar ukuran kecil. Tidak akan beli lagi.",1,Negatif
REV2277,"Barang biasa saja, pengiriman standar.",3,Netral
REV2278,"kualitas super, lumayan. Sangat merekomendasikan.",4,Positif
REV2279,"pengiriman cepat, oke. Sangat merekomendasikan.",5,Positif
REV2280,"Barang oke, pengiriman standar.",3,Netral
REV2281,"pengiriman cepat, sangat manis. Sangat merekomendasikan.",5,Positif
REV2282,"renyah, mantap. Sangat merekomendasikan.",4,Positif
REV2283,"hancur, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV2284,"pengiriman cepat, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV2285,"seller ramah, biasa saja. Sangat merekomendasikan.",4,Positif
REV2286,"Barang not bad, pengiriman standar.",3,Netral
REV2287,"banyak yang bonyok, benar-benar rasa hambar. Tidak akan beli lagi.",2,Negatif
REV2288,"seller ramah, segar sekali. Sangat merekomendasikan.",5,Positif
REV2289,"pengiriman cepat, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV2290,"Barang cukup, pengiriman standar.",3,Netral
REV2291,"banyak yang bonyok, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV2292,"sangat manis, buahnya besar. Sangat merekomendasikan.",4,Positif
REV2293,"seller ramah, packing aman. Sangat merekomendasikan.",5,Positif
REV2294,"harga mahal, benar-benar ukuran kecil. Tidak akan beli lagi.",2,Negatif
REV2295,"renyah, mantap. Sangat merekomendasikan.",4,Positif
REV2296,"mantap, not bad. Sangat merekomendasikan.",5,Positif
REV2297,"Barang lumayan, pengiriman standar.",3,Netral
REV2298,"ukuran kecil, benar-benar banyak yang bonyok. Tidak akan beli lagi.",2,Negatif
REV2299,"kecewa, benar-benar apel busuk. Tidak akan beli lagi.",2,Negatif
REV2300,"rasa hambar, benar-benar harga mahal. Tidak akan beli lagi.",1,Negatif
REV2301,"murah dan bagus, renyah. Sangat merekomendasikan.",5,Positif
REV2302,"seller ramah, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV2303,"ukuran kecil, benar-benar rasa hambar. Tidak akan beli lagi.",2,Negatif
REV2304,"murah dan bagus, sesuai harga. Sangat merekomendasikan.",4,Positif
REV2305,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2306,"kecewa, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV2307,"pengiriman cepat, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2308,"pengiriman lambat, benar-benar harga mahal. Tidak akan beli lagi.",1,Negatif
REV2309,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2310,"renyah, biasa saja. Sangat merekomendasikan.",5,Positif
REV2311,"jelek, benar-benar harga mahal. Tidak akan beli lagi.",1,Negatif
REV2312,"buahnya besar, seller ramah. Sangat merekomendasikan.",4,Positif
REV2313,"Barang biasa saja, pengiriman standar.",3,Netral
REV2314,"mantap, pengiriman cepat. Sangat merekomendasikan.",4,Positif
REV2315,"buahnya besar, oke. Sangat merekomendasikan.",5,Positif
REV2316,"buahnya besar, sesuai harga. Sangat merekomendasikan.",4,Positif
REV2317,"kualitas super, not bad. Sangat merekomendasikan.",5,Positif
REV2318,"kualitas super, kualitas super. Sangat merekomendasikan.",4,Positif
REV2319,"jelek, benar-benar jelek. Tidak akan beli lagi.",1,Negatif
REV2320,"Barang biasa saja, pengiriman standar.",3,Netral
REV2321,"hancur, benar-benar jelek. Tidak akan beli lagi.",1,Negatif
REV2322,"pengiriman lambat, benar-benar pengiriman lambat. Tidak akan beli lagi.",2,Negatif
REV2323,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV2324,"Barang not bad, pengiriman standar.",3,Netral
REV2325,"Barang cukup, pengiriman standar.",3,Netral
REV2326,"kualitas super, seller ramah. Sangat merekomendasikan.",4,Positif
REV2327,"mantap, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2328,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2329,"jelek, benar-benar harga mahal. Tidak akan beli lagi.",1,Negatif
REV2330,"sangat manis, oke. Sangat merekomendasikan.",5,Positif
REV2331,"pengiriman cepat, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV2332,"kurang segar, benar-benar harga mahal. Tidak akan beli lagi.",1,Negatif
REV2333,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2334,"sangat manis, cukup. Sangat merekomendasikan.",5,Positif
REV2335,"packing aman, mantap. Sangat merekomendasikan.",4,Positif
REV2336,"apel busuk, benar-benar kurang segar. Tidak akan beli lagi.",1,Negatif
REV2337,"Barang oke, pengiriman standar.",3,Netral
REV2338,"sangat manis, seller ramah. Sangat merekomendasikan.",4,Positif
REV2339,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2340,"rasa hambar, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV2341,"kurang segar, benar-benar banyak yang bonyok. Tidak akan beli lagi.",1,Negatif
REV2342,"kualitas super, cukup. Sangat merekomendasikan.",4,Positif
REV2343,"sangat manis, pengiriman cepat. Sangat merekomendasikan.",4,Positif
REV2344,"harga mahal, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV2345,"murah dan bagus, biasa saja. Sangat merekomendasikan.",4,Positif
REV2346,"pengiriman lambat, benar-benar pengiriman lambat. Tidak akan beli lagi.",1,Negatif
REV2347,"seller ramah, sesuai harga. Sangat merekomendasikan.",5,Positif
REV2348,"seller ramah, oke. Sangat merekomendasikan.",4,Positif
REV2349,"kurang segar, benar-benar kurang segar. Tidak akan beli lagi.",1,Negatif
REV2350,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2351,"buahnya besar, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV2352,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV2353,"rasa hambar, benar-benar pengiriman lambat. Tidak akan beli lagi.",1,Negatif
REV2354,"buahnya besar, standar. Sangat merekomendasikan.",5,Positif
REV2355,"Barang not bad, pengiriman standar.",3,Netral
REV2356,"pengiriman lambat, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV2357,"sangat manis, sangat manis. Sangat merekomendasikan.",4,Positif
REV2358,"murah dan bagus, oke. Sangat merekomendasikan.",5,Positif
REV2359,"buahnya besar, biasa saja. Sangat merekomendasikan.",5,Positif
REV2360,"Barang not bad, pengiriman standar.",3,Netral
REV2361,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV2362,"segar sekali, packing aman. Sangat merekomendasikan.",4,Positif
REV2363,"Barang cukup, pengiriman standar.",3,Netral
REV2364,"renyah, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV2365,"ukuran kecil, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV2366,"kualitas super, kualitas super. Sangat merekomendasikan.",5,Positif
REV2367,"seller ramah, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV2368,"sangat manis, packing aman. Sangat merekomendasikan.",4,Positif
REV2369,"kecewa, benar-benar rasa hambar. Tidak akan beli lagi.",2,Negatif
REV2370,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2371,"mantap, kualitas super. Sangat merekomendasikan.",4,Positif
REV2372,"harga mahal, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV2373,"apel busuk, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV2374,"sangat manis, standar. Sangat merekomendasikan.",5,Positif
REV2375,"packing aman, packing aman. Sangat merekomendasikan.",4,Positif
REV2376,"buahnya besar, seller ramah. Sangat merekomendasikan.",4,Positif
REV2377,"sangat manis, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV2378,"buahnya besar, mantap. Sangat merekomendasikan.",4,Positif
REV2379,"segar sekali, not bad. Sangat merekomendasikan.",5,Positif
REV2380,"renyah, not bad. Sangat merekomendasikan.",5,Positif
REV2381,"mantap, lumayan. Sangat merekomendasikan.",5,Positif
REV2382,"segar sekali, mantap. Sangat merekomendasikan.",5,Positif
REV2383,"Barang standar, pengiriman standar.",3,Netral
REV2384,"buahnya besar, packing aman. Sangat merekomendasikan.",5,Positif
REV2385,"seller ramah, mantap. Sangat merekomendasikan.",4,Positif
REV2386,"murah dan bagus, kualitas super. Sangat merekomendasikan.",5,Positif
REV2387,"jelek, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV2388,"pengiriman lambat, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV2389,"buahnya besar, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2390,"sangat manis, sesuai harga. Sangat merekomendasikan.",5,Positif
REV2391,"seller ramah, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV2392,"renyah, biasa saja. Sangat merekomendasikan.",4,Positif
REV2393,"seller ramah, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV2394,"murah dan bagus, standar. Sangat merekomendasikan.",4,Positif
REV2395,"Barang standar, pengiriman standar.",3,Netral
REV2396,"jelek, benar-benar harga mahal. Tidak akan beli lagi.",1,Negatif
REV2397,"Barang biasa saja, pengiriman standar.",3,Netral
REV2398,"kecewa, benar-benar ukuran kecil. Tidak akan beli lagi.",1,Negatif
REV2399,"pengiriman lambat, benar-benar harga mahal. Tidak akan beli lagi.",2,Negatif
REV2400,"apel busuk, benar-benar jelek. Tidak akan beli lagi.",1,Negatif
REV2401,"kurang segar, benar-benar kurang segar. Tidak akan beli lagi.",1,Negatif
REV2402,"Barang not bad, pengiriman standar.",3,Netral
REV2403,"buahnya besar, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV2404,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV2405,"segar sekali, buahnya besar. Sangat merekomendasikan.",5,Positif
REV2406,"segar sekali, lumayan. Sangat merekomendasikan.",5,Positif
REV2407,"kualitas super, oke. Sangat merekomendasikan.",4,Positif
REV2408,"renyah, pengiriman cepat. Sangat merekomendasikan.",5,Positif
REV2409,"buahnya besar, seller ramah. Sangat merekomendasikan.",5,Positif
REV2410,"sangat manis, buahnya besar. Sangat merekomendasikan.",4,Positif
REV2411,"kurang segar, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
REV2412,"mantap, kualitas super. Sangat merekomendasikan.",5,Positif
REV2413,"kualitas super, seller ramah. Sangat merekomendasikan.",4,Positif
REV2414,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2415,"buahnya besar, seller ramah. Sangat merekomendasikan.",4,Positif
REV2416,"packing aman, seller ramah. Sangat merekomendasikan.",5,Positif
REV2417,"renyah, mantap. Sangat merekomendasikan.",5,Positif
REV2418,"apel busuk, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV2419,"kecewa, benar-benar rasa hambar. Tidak akan beli lagi.",2,Negatif
REV2420,"Barang cukup, pengiriman standar.",3,Netral
REV2421,"kecewa, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV2422,"kecewa, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV2423,"segar sekali, cukup. Sangat merekomendasikan.",5,Positif
REV2424,"renyah, mantap. Sangat merekomendasikan.",4,Positif
REV2425,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV2426,"packing aman, cukup. Sangat merekomendasikan.",4,Positif
REV2427,"renyah, mantap. Sangat merekomendasikan.",5,Positif
REV2428,"murah dan bagus, sesuai harga. Sangat merekomendasikan.",5,Positif
REV2429,"buahnya besar, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV2430,"packing aman, segar sekali. Sangat merekomendasikan.",5,Positif
REV2431,"packing aman, lumayan. Sangat merekomendasikan.",5,Positif
REV2432,"segar sekali, sesuai harga. Sangat merekomendasikan.",4,Positif
REV2433,"renyah, biasa saja. Sangat merekomendasikan.",4,Positif
REV2434,"sangat manis, not bad. Sangat merekomendasikan.",4,Positif
REV2435,"segar sekali, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV2436,"sangat manis, buahnya besar. Sangat merekomendasikan.",5,Positif
REV2437,"Barang not bad, pengiriman standar.",3,Netral
REV2438,"mantap, not bad. Sangat merekomendasikan.",5,Positif
REV2439,"seller ramah, mantap. Sangat merekomendasikan.",4,Positif
REV2440,"pengiriman cepat, seller ramah. Sangat merekomendasikan.",4,Positif
REV2441,"renyah, packing aman. Sangat merekomendasikan.",5,Positif
REV2442,"kurang segar, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV2443,"segar sekali, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2444,"Barang not bad, pengiriman standar.",3,Netral
REV2445,"renyah, buahnya besar. Sangat merekomendasikan.",5,Positif
REV2446,"harga mahal, benar-benar harga mahal. Tidak akan beli lagi.",2,Negatif
REV2447,"harga mahal, benar-benar pengiriman lambat. Tidak akan beli lagi.",2,Negatif
REV2448,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV2449,"pengiriman cepat, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV2450,"buahnya besar, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2451,"pengiriman cepat, cukup. Sangat merekomendasikan.",4,Positif
REV2452,"Barang lumayan, pengiriman standar.",3,Netral
REV2453,"jelek, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV2454,"kualitas super, kualitas super. Sangat merekomendasikan.",4,Positif
REV2455,"sangat manis, biasa saja. Sangat merekomendasikan.",5,Positif
REV2456,"pengiriman cepat, packing aman. Sangat merekomendasikan.",4,Positif
REV2457,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2458,"pengiriman cepat, sangat manis. Sangat merekomendasikan.",4,Positif
REV2459,"Barang biasa saja, pengiriman standar.",3,Netral
REV2460,"buahnya besar, oke. Sangat merekomendasikan.",5,Positif
REV2461,"banyak yang bonyok, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV2462,"hancur, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
REV2463,"packing aman, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2464,"sangat manis, sangat manis. Sangat merekomendasikan.",5,Positif
REV2465,"buahnya besar, cukup. Sangat merekomendasikan.",4,Positif
REV2466,"seller ramah, sangat manis. Sangat merekomendasikan.",5,Positif
REV2467,"Barang lumayan, pengiriman standar.",3,Netral
REV2468,"jelek, benar-benar ukuran kecil. Tidak akan beli lagi.",2,Negatif
REV2469,"Barang not bad, pengiriman standar.",3,Netral
REV2470,"murah dan bagus, sangat manis. Sangat merekomendasikan.",4,Positif
REV2471,"buahnya besar, biasa saja. Sangat merekomendasikan.",5,Positif
REV2472,"pengiriman lambat, benar-benar rasa hambar. Tidak akan beli lagi.",2,Negatif
REV2473,"Barang sesuai harga, pengiriman standar.",3,Netral
REV2474,"buahnya besar, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV2475,"kecewa, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV2476,"mantap, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV2477,"Barang oke, pengiriman standar.",3,Netral
REV2478,"renyah, buahnya besar. Sangat merekomendasikan.",5,Positif
REV2479,"kurang segar, benar-benar rasa hambar. Tidak akan beli lagi.",2,Negatif
REV2480,"renyah, standar. Sangat merekomendasikan.",5,Positif
REV2481,"Barang cukup, pengiriman standar.",3,Netral
REV2482,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV2483,"Barang biasa saja, pengiriman standar.",3,Netral
REV2484,"segar sekali, mantap. Sangat merekomendasikan.",4,Positif
REV2485,"kualitas super, kualitas super. Sangat merekomendasikan.",5,Positif
REV2486,"rasa hambar, benar-benar kurang segar. Tidak akan beli lagi.",1,Negatif
REV2487,"seller ramah, standar. Sangat merekomendasikan.",5,Positif
REV2488,"buahnya besar, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2489,"sangat manis, sangat manis. Sangat merekomendasikan.",5,Positif
REV2490,"pengiriman cepat, pengiriman cepat. Sangat merekomendasikan.",5,Positif
REV2491,"packing aman, biasa saja. Sangat merekomendasikan.",4,Positif
REV2492,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV2493,"mantap, segar sekali. Sangat merekomendasikan.",4,Positif
REV2494,"buahnya besar, kualitas super. Sangat merekomendasikan.",4,Positif
REV2495,"segar sekali, seller ramah. Sangat merekomendasikan.",5,Positif
REV2496,"mantap, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV2497,"ukuran kecil, benar-benar apel busuk. Tidak akan beli lagi.",2,Negatif
REV2498,"kualitas super, buahnya besar. Sangat merekomendasikan.",5,Positif
REV2499,"jelek, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
